,date,open,high,low,close,volume,money
854,2008-10-15,103.78,106.99,102.5,104.22,884236.0,92239896.0
855,2008-10-16,100.5,104.1,99.0,100.58,1506136.0,153358634.0
856,2008-10-17,100.03,100.99,94.6,97.89,2881243.0,279732706.0
857,2008-10-20,95.77,97.8,93.5,96.74,3044762.0,290614960.0
858,2008-10-21,96.68,99.98,94.5,94.63,1308180.0,126303889.0
859,2008-10-22,93.77,97.0,92.88,96.38,1900644.0,180490227.0
860,2008-10-23,94.0,99.2,94.0,99.14,1465493.0,143747856.0
861,2008-10-24,100.0,100.35,95.0,98.28,897561.0,87060608.0
862,2008-10-27,95.01,97.5,90.1,91.25,2774307.0,256201120.0
863,2008-10-28,89.92,94.3,88.01,94.28,1399519.0,128811656.0
864,2008-10-29,94.0,96.05,92.05,95.18,1222683.0,115424336.0
865,2008-10-30,95.99,96.5,93.41,95.3,1015716.0,96284440.0
866,2008-10-31,94.3,95.1,92.06,92.2,870573.0,81109752.0
867,2008-11-03,91.02,93.5,91.02,91.7,630617.0,58047684.0
868,2008-11-04,91.8,92.12,89.65,89.82,1107660.0,100749264.0
869,2008-11-05,90.6,94.6,89.99,94.01,1165566.0,107649672.0
870,2008-11-06,91.99,92.99,90.1,90.36,599739.0,54677056.0
871,2008-11-07,88.59,89.5,84.2,85.78,3506714.0,300147104.0
872,2008-11-10,86.48,91.58,86.0,90.63,4070807.0,356262496.0
873,2008-11-11,89.4,89.4,87.38,87.61,2710401.0,238775072.0
874,2008-11-12,85.85,88.18,84.6,87.99,1840088.0,158558384.0
875,2008-11-13,87.0,90.01,85.01,89.63,3513508.0,308558176.0
876,2008-11-14,90.06,98.59,90.06,98.59,4730806.0,453503648.0
877,2008-11-17,100.0,102.51,98.0,101.59,2590585.0,259620384.0
878,2008-11-18,101.0,101.0,94.1,96.62,3008889.0,293853920.0
879,2008-11-19,96.62,103.03,95.7,102.43,1698748.0,169157856.0
880,2008-11-20,100.0,103.2,98.33,100.13,1567803.0,158050736.0
881,2008-11-21,97.97,103.5,95.66,100.53,2391762.0,240102784.0
882,2008-11-24,100.88,102.0,99.5,99.71,940207.0,94604336.0
883,2008-11-25,100.0,102.0,97.66,99.16,987335.0,98311600.0
884,2008-11-26,99.06,100.38,98.63,99.14,734047.0,72963472.0
885,2008-11-27,104.07,107.0,101.55,103.37,2677180.0,279561184.0
886,2008-11-28,102.19,102.96,100.25,101.8,1221804.0,124047776.0
887,2008-12-01,101.4,103.3,100.04,103.21,788328.0,80427904.0
888,2008-12-02,101.05,105.12,101.05,104.94,1488514.0,154215264.0
889,2008-12-03,105.0,108.22,105.0,107.8,1436995.0,154141968.0
890,2008-12-04,109.5,115.29,109.5,112.97,2633055.0,297576224.0
891,2008-12-05,111.51,118.09,111.46,115.45,1838462.0,212898256.0
892,2008-12-08,118.3,120.8,115.15,118.99,1742992.0,205494832.0
893,2008-12-09,119.06,119.58,114.8,116.03,1301335.0,152317568.0
894,2008-12-10,115.0,116.9,114.83,116.2,1349502.0,156049024.0
895,2008-12-11,116.55,120.6,116.0,117.93,2015809.0,238497424.0
896,2008-12-12,116.66,118.8,110.85,111.0,1631445.0,186650272.0
897,2008-12-15,112.0,117.06,111.99,114.27,1400771.0,160434272.0
898,2008-12-16,113.55,116.3,110.84,114.17,1236738.0,138960608.0
899,2008-12-17,114.2,117.5,114.2,115.61,1001362.0,116363448.0
900,2008-12-18,115.61,118.66,115.61,117.98,1177063.0,138647936.0
901,2008-12-19,118.4,119.5,116.0,117.63,1062197.0,125345376.0
902,2008-12-22,118.71,118.71,115.3,116.36,902842.0,105588568.0
903,2008-12-23,115.78,116.36,110.91,111.91,1827166.0,205256832.0
904,2008-12-24,111.0,113.0,109.8,111.35,787763.0,87320040.0
905,2008-12-25,111.99,111.99,109.0,110.03,902853.0,99538456.0
906,2008-12-26,109.2,111.49,109.2,110.06,894460.0,98854296.0
907,2008-12-29,109.44,110.5,105.16,108.75,3002856.0,323745152.0
908,2008-12-30,108.65,109.0,107.0,108.64,2182996.0,236161200.0
909,2008-12-31,108.2,109.49,107.5,108.7,1831313.0,198482896.0
910,2009-01-05,109.5,111.08,107.0,108.38,1350550.0,145941840.0
911,2009-01-06,107.5,109.2,105.28,108.71,3815408.0,406113056.0
912,2009-01-07,108.92,109.0,106.7,106.79,1523802.0,164245376.0
913,2009-01-08,105.25,108.57,104.2,108.53,1863467.0,198641984.0
914,2009-01-09,107.58,108.55,107.0,107.29,1180016.0,127445736.0
915,2009-01-12,106.99,107.78,105.66,105.91,1666790.0,176815200.0
916,2009-01-13,104.98,105.99,101.52,101.86,1809911.0,186485264.0
917,2009-01-14,101.25,103.99,99.58,102.0,3200370.0,323066496.0
918,2009-01-15,101.8,101.8,99.8,99.97,2982065.0,298447680.0
919,2009-01-16,99.99,104.39,99.88,101.51,9459955.0,955914880.0
920,2009-01-19,102.41,103.8,101.7,102.36,4856293.0,498196992.0
921,2009-01-20,102.3,102.3,99.96,101.6,4910405.0,493242112.0
922,2009-01-21,100.0,100.97,99.0,99.72,6052648.0,605392768.0
923,2009-01-22,100.0,101.2,99.9,100.8,2129344.0,214057664.0
924,2009-01-23,100.5,104.31,100.5,103.2,3274252.0,336252640.0
925,2009-02-02,104.49,104.49,100.0,101.32,3088726.0,312618464.0
926,2009-02-03,101.39,104.49,100.07,104.1,4812665.0,497248864.0
927,2009-02-04,104.2,107.28,104.2,106.28,4287890.0,454067232.0
928,2009-02-05,106.65,110.6,106.0,107.04,3823158.0,412164192.0
929,2009-02-06,107.02,111.99,107.02,111.21,3966141.0,433677728.0
930,2009-02-09,112.49,117.0,112.49,116.8,4543559.0,521391744.0
931,2009-02-10,116.5,116.5,114.0,115.97,2761349.0,317723296.0
932,2009-02-11,114.98,125.55,114.0,120.09,4038656.0,478088768.0
933,2009-02-12,120.0,121.5,118.51,120.53,5447034.0,653107968.0
934,2009-02-13,120.1,123.0,120.01,122.42,2492019.0,301643456.0
935,2009-02-16,123.45,125.3,121.1,122.7,2725648.0,334068256.0
936,2009-02-17,123.8,129.94,123.8,126.11,5652541.0,719184128.0
937,2009-02-18,124.0,126.0,120.88,121.36,4558128.0,566412032.0
938,2009-02-19,120.5,123.9,120.5,121.88,2467779.0,300896288.0
939,2009-02-20,121.99,127.28,121.99,125.08,3392422.0,424596416.0
940,2009-02-23,125.16,128.1,123.45,127.78,1944278.0,245915632.0
941,2009-02-24,127.5,132.0,126.65,128.79,3693633.0,480302656.0
942,2009-02-25,129.99,130.0,123.0,127.5,2691796.0,341607456.0
943,2009-02-26,126.5,129.9,121.5,122.43,2711209.0,343984128.0
944,2009-02-27,119.54,123.0,117.73,118.43,4117059.0,494464224.0
945,2009-03-02,117.0,118.43,114.87,117.03,2717285.0,318786720.0
946,2009-03-03,115.2,116.8,113.8,114.92,1878013.0,215625552.0
947,2009-03-04,115.5,126.3,114.92,124.82,4224525.0,510627168.0
948,2009-03-05,124.9,126.5,120.01,122.0,2353230.0,289227200.0
949,2009-03-06,120.0,120.8,117.68,118.22,2066413.0,245701376.0
950,2009-03-09,118.24,119.5,114.88,114.9,2315203.0,268799968.0
951,2009-03-10,113.9,119.2,113.6,118.13,1578292.0,185611680.0
952,2009-03-11,120.0,120.88,116.0,117.48,881494.0,104417184.0
953,2009-03-12,116.08,117.79,114.13,115.94,1129627.0,130769832.0
954,2009-03-13,116.8,117.5,113.78,113.82,2003820.0,230105104.0
955,2009-03-16,113.85,114.89,112.0,114.38,1339542.0,151397344.0
956,2009-03-17,114.45,118.99,114.0,117.34,1834473.0,213668064.0
957,2009-03-18,117.92,118.9,115.96,116.08,1776703.0,208086080.0
958,2009-03-19,116.5,119.28,116.1,118.78,1889193.0,223567504.0
959,2009-03-20,119.8,119.97,117.2,117.88,1539612.0,182170368.0
960,2009-03-23,117.99,119.18,117.41,118.69,3246311.0,384766624.0
961,2009-03-24,120.5,123.59,118.36,118.69,3529464.0,424130720.0
962,2009-03-25,116.0,116.0,112.65,114.02,8621716.0,984739008.0
963,2009-03-26,114.02,114.1,110.78,112.5,5929248.0,664500672.0
964,2009-03-27,113.46,115.0,112.8,113.98,4207572.0,479104608.0
965,2009-03-30,114.0,115.0,112.1,114.06,2426944.0,276929280.0
966,2009-03-31,113.33,114.9,113.0,114.74,2642862.0,301354048.0
967,2009-04-01,114.98,116.65,114.9,116.26,4038757.0,468753728.0
968,2009-04-02,116.56,119.4,116.56,118.0,3743051.0,441249376.0
969,2009-04-03,119.1,120.55,116.4,116.57,4144100.0,492530464.0
970,2009-04-07,116.57,118.18,116.4,118.0,2141919.0,251182416.0
971,2009-04-08,118.0,118.3,115.88,117.06,2565313.0,299738752.0
972,2009-04-09,116.88,117.99,116.21,117.81,1835185.0,214789856.0
973,2009-04-10,118.81,120.5,117.78,119.43,4063061.0,484222240.0
974,2009-04-13,120.59,123.2,120.59,122.06,3668776.0,448077472.0
975,2009-04-14,122.07,122.15,118.81,120.51,3802377.0,457162688.0
976,2009-04-15,119.96,121.28,117.5,120.63,3836163.0,457652480.0
977,2009-04-16,120.01,120.8,118.25,119.75,3863241.0,462321664.0
978,2009-04-17,119.33,123.35,118.3,121.16,3830956.0,466339520.0
979,2009-04-20,122.19,127.3,121.16,127.14,3241949.0,406055392.0
980,2009-04-21,125.23,127.6,125.11,127.51,3892770.0,492951200.0
981,2009-04-22,128.18,130.71,123.5,123.82,3970610.0,504087424.0
982,2009-04-23,122.5,123.89,120.0,121.56,2249701.0,274007776.0
983,2009-04-24,121.99,124.88,121.98,122.12,2271987.0,280863296.0
984,2009-04-27,121.5,121.54,117.4,118.49,2867031.0,339940608.0
985,2009-04-28,116.88,118.58,113.9,115.28,3430733.0,395869120.0
986,2009-04-29,115.29,117.3,115.25,116.77,3107715.0,360384160.0
987,2009-04-30,117.2,117.21,115.0,116.35,2051448.0,238142368.0
988,2009-05-04,116.89,119.37,116.35,119.22,2355551.0,278414624.0
989,2009-05-05,120.0,120.8,118.38,119.04,2269054.0,270072384.0
990,2009-05-06,118.61,119.0,116.9,117.26,3806462.0,447395072.0
991,2009-05-07,117.8,118.91,115.66,117.01,3472362.0,406117088.0
992,2009-05-08,116.5,117.6,115.4,117.51,3100720.0,359535968.0
993,2009-05-11,117.5,118.58,116.25,116.42,3277361.0,384272000.0
994,2009-05-12,115.51,117.55,115.31,116.49,2598890.0,300962112.0
995,2009-05-13,117.0,117.1,115.22,115.68,3579244.0,415020704.0
996,2009-05-14,115.0,116.6,114.8,116.35,2150481.0,249787984.0
997,2009-05-15,116.76,116.98,115.61,116.01,1679862.0,195071184.0
998,2009-05-18,115.9,118.7,115.71,118.44,3507236.0,412318368.0
999,2009-05-19,118.64,119.05,116.5,117.28,2655401.0,312662784.0
1000,2009-05-20,117.06,117.94,115.98,116.07,1471127.0,171589136.0
1001,2009-05-21,115.8,116.99,114.2,114.42,2578840.0,296204416.0
1002,2009-05-25,112.82,113.53,112.06,113.36,3367628.0,380853024.0
1003,2009-05-26,113.36,114.57,112.91,112.95,1680681.0,190817888.0
1004,2009-05-27,113.13,115.52,112.95,114.77,2763000.0,316980544.0
1005,2009-06-01,115.01,118.1,114.71,117.76,4592011.0,537473280.0
1006,2009-06-02,117.02,120.96,117.02,119.88,5016813.0,600394432.0
1007,2009-06-03,119.88,120.19,117.82,119.72,2924590.0,347246944.0
1008,2009-06-04,119.8,120.02,117.9,119.26,4653332.0,553191424.0
1009,2009-06-05,118.66,129.7,118.65,126.06,7774093.0,973345728.0
1010,2009-06-08,127.2,129.05,125.0,127.6,3688621.0,469785120.0
1011,2009-06-09,127.6,135.0,127.2,131.24,7330385.0,969552000.0
1012,2009-06-10,131.69,133.03,130.01,131.3,2647692.0,348306240.0
1013,2009-06-11,131.28,136.5,131.28,133.29,3973846.0,533435072.0
1014,2009-06-12,133.67,135.8,129.2,130.61,2703533.0,357604704.0
1015,2009-06-15,130.05,136.6,130.05,136.24,4408128.0,592083840.0
1016,2009-06-16,135.8,137.15,134.0,135.69,2003920.0,271544256.0
1017,2009-06-17,135.35,138.5,135.2,137.65,2258367.0,310521888.0
1018,2009-06-18,137.0,138.5,135.5,137.87,4119002.0,564072320.0
1019,2009-06-19,136.98,138.69,135.6,136.92,1853345.0,253253632.0
1020,2009-06-22,137.5,138.2,132.88,132.97,2118112.0,285552160.0
1021,2009-06-23,131.8,134.5,129.56,133.37,2758804.0,364099872.0
1022,2009-06-24,133.3,134.0,131.01,131.99,2093623.0,276526144.0
1023,2009-06-25,132.99,136.2,132.01,135.89,2183414.0,295200896.0
1024,2009-06-26,136.0,138.0,136.0,137.0,1826249.0,250833616.0
1025,2009-06-29,138.01,149.01,137.3,147.72,3801548.0,553072320.0
1026,2009-06-30,148.5,150.3,144.8,148.01,2455349.0,359599488.0
1027,2009-07-01,146.6,148.0,144.98,145.65,1935675.0,281759840.0
1028,2009-07-02,145.6,150.96,143.7,147.95,2699019.0,395317152.0
1029,2009-07-03,147.0,149.0,145.4,145.92,2573876.0,376552064.0
1030,2009-07-06,145.0,145.98,142.8,143.92,2949182.0,423754912.0
1031,2009-07-07,143.94,148.01,143.01,145.54,2740569.0,399773440.0
1032,2009-07-08,143.5,145.15,141.5,143.93,2651579.0,378380320.0
1033,2009-07-09,143.21,148.49,143.21,147.22,3464234.0,505222976.0
1034,2009-07-10,147.6,153.5,147.37,152.17,2977018.0,451971136.0
1035,2009-07-13,152.35,154.0,149.33,153.27,3976567.0,601703296.0
1036,2009-07-14,153.19,154.35,152.0,153.3,2664455.0,408475424.0
1037,2009-07-15,153.3,154.28,149.97,150.03,3159841.0,477906528.0
1038,2009-07-16,150.51,151.0,147.95,148.45,3643057.0,542209792.0
1039,2009-07-17,148.73,150.49,147.7,147.91,1410005.0,210098784.0
1040,2009-07-20,148.0,149.6,146.98,148.11,3873799.0,572069312.0
1041,2009-07-21,148.9,150.2,146.97,147.32,4222026.0,627819264.0
1042,2009-07-22,147.0,148.39,145.7,147.41,2503621.0,366601440.0
1043,2009-07-23,147.85,147.99,146.01,146.28,1724952.0,253176784.0
1044,2009-07-24,146.58,150.79,146.28,147.0,4537056.0,673882688.0
1045,2009-07-27,147.49,153.5,147.49,153.11,6453123.0,969451456.0
1046,2009-07-28,153.1,158.97,152.6,153.2,3622961.0,564423488.0
1047,2009-07-29,153.3,156.15,144.0,148.01,3695563.0,556652765.0
1048,2009-07-30,151.7,151.7,146.51,149.83,2755049.0,410415136.0
1049,2009-07-31,150.99,150.99,148.65,150.02,3299219.0,494144448.0
1050,2009-08-03,152.0,158.58,152.0,155.71,4445840.0,693624960.0
1051,2009-08-04,157.02,157.02,152.6,154.13,2143538.0,329545696.0
1052,2009-08-05,154.7,163.89,154.7,163.77,5544896.0,893443520.0
1053,2009-08-06,161.01,166.5,160.1,165.07,3944209.0,644496768.0
1054,2009-08-07,166.8,170.0,161.56,163.88,5786746.0,953137984.0
1055,2009-08-10,164.01,165.0,158.88,163.5,2929893.0,472002848.0
1056,2009-08-11,163.88,172.5,161.66,170.0,3630736.0,611324928.0
1057,2009-08-12,169.9,175.5,162.0,166.26,4140439.0,698628608.0
1058,2009-08-13,162.88,166.25,159.8,162.94,3376867.0,544005120.0
1059,2009-08-14,162.99,162.99,156.0,157.78,2470694.0,390424192.0
1060,2009-08-17,155.1,157.46,147.88,149.54,2975040.0,451437984.0
1061,2009-08-18,148.5,152.16,148.01,150.15,2983979.0,448107200.0
1062,2009-08-19,151.97,155.1,148.0,149.61,3357636.0,509878560.0
1063,2009-08-20,149.0,152.5,148.0,151.99,3459953.0,522724992.0
1064,2009-08-21,152.01,157.0,151.01,156.51,2474337.0,383636512.0
1065,2009-08-24,156.99,158.99,156.55,158.41,1341758.0,212008256.0
1066,2009-08-25,157.9,157.9,152.1,155.91,2450125.0,377947424.0
1067,2009-08-26,153.53,160.5,153.53,159.19,2235461.0,353413344.0
1068,2009-08-27,158.88,162.68,158.0,161.34,2216114.0,356997184.0
1069,2009-08-28,161.0,162.7,159.0,159.27,2404913.0,386203840.0
1070,2009-08-31,158.0,158.01,149.5,149.99,3733394.0,568178112.0
1071,2009-09-01,150.0,155.3,149.97,151.55,2063249.0,313194368.0
1072,2009-09-02,150.98,151.95,149.56,150.82,1615629.0,243221072.0
1073,2009-09-03,150.05,155.5,150.02,155.11,1915657.0,293428416.0
1074,2009-09-04,154.99,156.0,153.0,155.37,2155402.0,332587072.0
1075,2009-09-07,156.42,165.5,156.28,161.89,3884516.0,630053568.0
1076,2009-09-08,161.9,168.2,159.12,166.45,3449008.0,572753408.0
1077,2009-09-09,166.45,168.99,162.0,164.34,3120277.0,512038304.0
1078,2009-09-10,164.3,166.1,162.5,165.95,1325477.0,218828432.0
1079,2009-09-11,165.9,168.0,163.9,166.77,1347190.0,224260640.0
1080,2009-09-14,168.05,169.0,166.8,167.08,1555148.0,260573648.0
1081,2009-09-15,167.2,168.81,164.23,165.55,1781601.0,294648960.0
1082,2009-09-16,165.03,166.9,162.88,164.76,1343134.0,219954112.0
1083,2009-09-17,164.8,165.75,164.41,164.77,1669416.0,275360256.0
1084,2009-09-18,164.8,164.85,162.0,162.78,1841155.0,301101120.0
1085,2009-09-21,161.33,165.6,159.2,165.42,2612924.0,422889408.0
1086,2009-09-22,165.11,171.69,164.48,169.59,4097482.0,697323648.0
1087,2009-09-23,169.69,170.9,165.0,165.19,2121493.0,356415104.0
1088,2009-09-24,165.0,165.0,159.76,161.62,1878660.0,302998976.0
1089,2009-09-25,162.0,166.66,162.0,164.49,1852804.0,304628832.0
1090,2009-09-28,164.6,166.51,164.0,164.1,1345344.0,222874128.0
1091,2009-09-29,164.0,165.0,161.5,162.24,1542377.0,251534800.0
1092,2009-09-30,163.99,166.78,163.0,164.86,1288249.0,212532256.0
1093,2009-10-09,166.8,168.99,166.7,168.36,1250608.0,210257024.0
1094,2009-10-12,169.0,169.99,166.9,167.02,876204.0,147502656.0
1095,2009-10-13,166.01,168.49,164.5,165.89,1023723.0,170054048.0
1096,2009-10-14,166.46,166.49,163.11,164.28,3729999.0,612459776.0
1097,2009-10-15,164.87,164.87,160.41,161.14,2811233.0,454982752.0
1098,2009-10-16,161.12,162.0,159.16,159.98,2798654.0,447651072.0
1099,2009-10-19,160.21,162.5,158.95,162.49,4363978.0,698074688.0
1100,2009-10-20,162.7,165.6,161.01,165.43,4078812.0,666676416.0
1101,2009-10-21,165.0,165.0,160.8,160.89,3808393.0,617367744.0
1102,2009-10-22,160.1,161.97,157.98,158.92,3681739.0,585366592.0
1103,2009-10-23,158.92,160.2,158.3,159.31,4651561.0,739672640.0
1104,2009-10-26,159.97,159.98,156.26,156.59,4564431.0,716061312.0
1105,2009-10-27,156.59,157.0,155.5,155.99,2542841.0,396334912.0
1106,2009-10-28,156.1,157.85,155.8,157.43,1914190.0,300201152.0
1107,2009-10-29,156.4,158.38,155.6,156.36,2056523.0,323781024.0
1108,2009-10-30,157.5,157.89,156.3,157.61,2750385.0,432308192.0
1109,2009-11-02,156.0,160.1,155.48,160.01,3202027.0,506826784.0
1110,2009-11-03,160.0,161.4,159.06,159.88,2011889.0,322722624.0
1111,2009-11-04,159.87,163.01,159.0,162.53,3361238.0,543718720.0
1112,2009-11-05,162.49,163.35,161.51,162.33,2002860.0,325198976.0
1113,2009-11-06,163.11,163.19,160.31,161.04,2642166.0,427266656.0
1114,2009-11-09,161.04,161.8,159.3,159.89,1847589.0,295938880.0
1115,2009-11-10,160.43,161.61,159.0,160.35,3287833.0,527631008.0
1116,2009-11-11,160.15,165.8,160.15,163.42,4275738.0,698929664.0
1117,2009-11-12,163.45,167.61,163.2,166.5,4262095.0,706940288.0
1118,2009-11-13,166.6,170.3,165.23,168.57,5010775.0,845848192.0
1119,2009-11-16,168.88,175.53,168.88,173.88,4148038.0,721755712.0
1120,2009-11-17,174.0,175.0,168.8,174.0,2939921.0,506410464.0
1121,2009-11-18,172.82,174.4,170.85,170.96,1644019.0,282834432.0
1122,2009-11-19,171.08,172.79,169.2,170.11,1710850.0,291816160.0
1123,2009-11-20,170.03,170.5,168.46,168.86,2313306.0,391812960.0
1124,2009-11-23,169.1,172.0,168.83,171.78,3533050.0,602278208.0
1125,2009-11-24,172.89,177.11,169.6,169.84,4337935.0,757143616.0
1126,2009-11-25,169.9,174.88,169.9,174.06,3223322.0,557388544.0
1127,2009-11-26,174.89,174.89,168.4,168.49,2650131.0,452465248.0
1128,2009-11-27,168.32,168.6,165.06,165.21,2466989.0,411859872.0
1129,2009-11-30,166.98,174.44,165.4,173.91,4374659.0,749610432.0
1130,2009-12-01,172.75,178.2,172.02,177.24,3957941.0,698056576.0
1131,2009-12-02,177.24,177.44,173.88,176.14,2059622.0,362528928.0
1132,2009-12-03,175.99,176.02,171.65,173.9,2500586.0,433467104.0
1133,2009-12-04,173.9,173.9,169.01,170.9,3103525.0,530120192.0
1134,2009-12-07,180.0,181.06,174.8,176.53,4568280.0,808969984.0
1135,2009-12-08,176.57,178.0,173.5,174.56,2614410.0,456591104.0
1136,2009-12-09,174.0,174.44,171.8,172.81,1782365.0,308029888.0
1137,2009-12-10,174.02,174.55,172.38,174.42,1640437.0,284681536.0
1138,2009-12-11,175.01,175.97,173.5,174.91,1659376.0,290069824.0
1139,2009-12-14,175.5,175.5,172.86,174.38,2118208.0,368762144.0
1140,2009-12-15,174.5,175.0,171.85,172.92,2079146.0,359287520.0
1141,2009-12-16,172.9,172.91,168.79,169.4,3265028.0,555677952.0
1142,2009-12-17,170.11,170.11,166.1,166.34,2795703.0,469717792.0
1143,2009-12-18,166.0,166.09,163.5,165.26,1830917.0,302160704.0
1144,2009-12-21,166.0,169.23,166.0,167.77,1812323.0,303592000.0
1145,2009-12-22,168.19,168.5,165.5,166.87,1626432.0,271984512.0
1146,2009-12-23,166.84,168.1,166.03,167.68,2091885.0,350286336.0
1147,2009-12-24,167.0,173.93,166.81,172.45,3820366.0,655732992.0
1148,2009-12-25,172.45,173.0,169.19,170.44,3184660.0,542382912.0
1149,2009-12-28,170.2,171.96,169.5,170.4,2790543.0,474640192.0
1150,2009-12-29,171.49,171.74,169.8,171.2,2152713.0,367265888.0
1151,2009-12-30,171.49,171.49,168.0,169.08,4825415.0,815387584.0
1152,2009-12-31,169.23,170.05,168.8,169.82,2993429.0,507306240.0
1153,2010-01-04,172.0,172.0,169.31,169.94,4430488.0,753405632.0
1154,2010-01-05,170.99,171.5,169.0,169.44,3151318.0,535720416.0
1155,2010-01-06,168.99,169.5,166.31,166.76,3988903.0,666073283.0
1156,2010-01-07,166.76,167.19,161.88,163.72,4882555.0,801445248.0
1157,2010-01-08,164.0,164.0,160.1,162.0,3670209.0,593162176.0
1158,2010-01-11,163.6,164.9,160.5,161.29,2446103.0,395563872.0
1159,2010-01-12,161.45,166.17,160.61,165.65,3106340.0,509373871.0
1160,2010-01-13,163.99,165.15,161.0,161.44,3792444.0,621261824.0
1161,2010-01-14,162.0,169.2,162.0,168.54,4645464.0,775471616.0
1162,2010-01-15,168.51,173.38,168.51,169.87,4593850.0,788328960.0
1163,2010-01-18,170.0,172.26,169.9,170.98,2146153.0,368485888.0
1164,2010-01-19,170.99,171.5,169.5,169.77,1781891.0,302797504.0
1165,2010-01-20,169.91,170.15,165.8,165.92,2097295.0,353315680.0
1166,2010-01-21,165.86,168.38,165.5,166.73,1725748.0,287779648.0
1167,2010-01-22,166.6,167.29,161.89,164.13,2543294.0,416305088.0
1168,2010-01-25,163.85,167.3,162.51,166.04,2323915.0,385581312.0
1169,2010-01-26,168.27,170.17,164.6,166.7,3288916.0,553152640.0
1170,2010-01-27,166.03,167.78,163.6,163.98,1931657.0,320765888.0
1171,2010-01-28,163.86,170.35,163.5,169.2,3026752.0,507716288.0
1172,2010-01-29,169.95,170.2,167.68,168.54,3717282.0,628192896.0
1173,2010-02-01,168.88,169.58,167.01,168.89,2965594.0,499867008.0
1174,2010-02-02,168.0,170.0,166.29,166.52,1549353.0,260426288.0
1175,2010-02-03,166.21,168.1,164.2,165.93,2303465.0,382974400.0
1176,2010-02-04,165.9,169.25,165.13,168.6,2247533.0,376703456.0
1177,2010-02-05,167.61,171.88,167.0,171.25,2623430.0,445744672.0
1178,2010-02-08,171.25,175.6,170.52,171.23,3149610.0,548228608.0
1179,2010-02-09,172.0,173.33,170.53,171.11,1415124.0,243172992.0
1180,2010-02-10,172.0,172.59,170.7,171.83,639814.0,109830208.0
1181,2010-02-11,171.8,174.44,171.6,173.38,1494505.0,259254544.0
1182,2010-02-12,173.97,174.2,172.2,173.09,934640.0,161899968.0
1183,2010-02-22,173.0,173.1,169.07,169.08,1217808.0,207127840.0
1184,2010-02-23,169.25,170.5,164.7,166.75,2356213.0,391601216.0
1185,2010-02-24,166.76,168.6,165.5,167.92,990427.0,165405136.0
1186,2010-02-25,166.9,170.0,166.9,168.25,1531396.0,258220832.0
1187,2010-02-26,168.98,168.98,166.6,166.84,1033858.0,173028880.0
1188,2010-03-01,166.45,167.45,165.99,166.24,2173474.0,361550336.0
1189,2010-03-02,166.61,166.79,164.9,165.6,1718223.0,284524256.0
1190,2010-03-03,165.99,166.24,164.93,165.66,1423286.0,235470736.0
1191,2010-03-04,166.02,166.85,164.0,165.14,1416897.0,234440688.0
1192,2010-03-05,165.15,165.45,164.28,164.41,977055.0,160821088.0
1193,2010-03-08,164.48,164.98,162.8,163.18,2325944.0,380034368.0
1194,2010-03-09,163.2,163.7,162.7,163.17,1234097.0,201437824.0
1195,2010-03-10,163.27,163.7,162.9,163.66,1181406.0,192984032.0
1196,2010-03-11,163.86,164.45,162.58,163.01,1351856.0,220769888.0
1197,2010-03-12,163.02,163.67,161.59,161.92,1219227.0,197699616.0
1198,2010-03-15,161.91,161.91,157.9,158.7,1580851.0,251338912.0
1199,2010-03-16,158.7,159.65,157.9,158.94,776413.0,123284712.0
1200,2010-03-17,158.98,160.58,158.9,160.51,1871093.0,298972352.0
1201,2010-03-18,160.58,161.37,157.75,158.41,1472662.0,234364032.0
1202,2010-03-19,158.88,159.34,158.0,158.76,1336163.0,212046432.0
1203,2010-03-22,159.24,159.6,157.68,158.0,2300846.0,364454784.0
1204,2010-03-23,157.81,158.48,156.92,157.28,1832990.0,288785280.0
1205,2010-03-24,157.58,159.78,157.55,159.15,2017566.0,320611712.0
1206,2010-03-25,158.9,158.9,157.8,157.9,981360.0,155141072.0
1207,2010-03-26,158.17,160.88,158.08,159.66,2052737.0,328239744.0
1208,2010-03-29,159.7,161.97,159.01,161.72,3147543.0,505626400.0
1209,2010-03-30,161.76,161.96,159.5,160.01,1901210.0,304981152.0
1210,2010-03-31,159.97,161.62,158.5,158.76,1490516.0,237596432.0
1211,2010-04-01,158.78,160.5,158.76,160.06,2398083.0,383228768.0
1212,2010-04-02,158.0,158.0,151.6,152.63,15428170.0,2359758848.0
1213,2010-04-06,151.9,152.99,151.3,151.84,5312291.0,806704576.0
1214,2010-04-07,151.87,152.85,151.22,152.13,4106108.0,623779264.0
1215,2010-04-08,152.16,152.17,150.0,150.51,3292119.0,497205376.0
1216,2010-04-09,150.01,150.6,147.79,149.14,5441818.0,809627264.0
1217,2010-04-12,149.2,149.78,146.78,147.29,3851423.0,568871616.0
1218,2010-04-13,147.4,150.99,146.9,149.88,5430527.0,807780224.0
1219,2010-04-14,150.87,150.87,148.26,150.52,4636844.0,693802752.0
1220,2010-04-15,150.65,150.65,147.0,147.48,4061730.0,602138304.0
1221,2010-04-16,147.47,149.51,146.8,147.98,2939556.0,434500512.0
1222,2010-04-19,148.01,149.55,145.85,146.16,4133219.0,609860416.0
1223,2010-04-20,146.0,146.0,140.12,143.52,4938723.0,704502592.0
1224,2010-04-21,143.5,148.21,141.71,148.02,6336587.0,922573376.0
1225,2010-04-22,147.35,149.25,146.03,148.56,3706395.0,549560384.0
